id,name,date,time,weekday,start_datetime_local,city,location,locations,time_bucket,company,primary_host,cohosts,all_hosts,host_keys,invite_only,sponsor_tier,event_url,partiful_id,source_url
4504,Scaling Deep Tech with Federal Funding,2026-06-02,16:30:00,Tuesday,2026-06-02 16:30,New York City,SoHo,SoHo,Afternoon,Inspiralia US,Inspiralia USA,,Inspiralia USA,inspiralia-usa,False,,https://partiful.com/e/HyeK0R0M60v3y1c7s7rK,HyeK0R0M60v3y1c7s7rK,https://www.tech-week.com/calendar/nyc
5913,Intersection: AI + Blockchain,2026-06-02,16:30:00,Tuesday,2026-06-02 16:30,New York City,Midtown,Midtown,Afternoon,Hyperglade,Hyperglade,,Hyperglade,hyperglade,False,,https://partiful.com/e/ytrORmKjcLHr4rudjY3k,ytrORmKjcLHr4rudjY3k,https://www.tech-week.com/calendar/nyc
6398,Why Corporate × Startup Usually Fail -And How They Succeed?,2026-06-02,16:30:00,Tuesday,2026-06-02 16:30,New York City,Midtown,Midtown,Afternoon,Elev X! by NEC X,Elev X! by NEC X,,Elev X! by NEC X,elev-x-by-nec-x,False,,https://partiful.com/e/GIL3nPFjeoczGdirM7Cr,GIL3nPFjeoczGdirM7Cr,https://www.tech-week.com/calendar/nyc
6550,Women Building AI That Matters,2026-06-02,16:30:00,Tuesday,2026-06-02 16:30,New York City,Flatiron,Flatiron,Afternoon,Opsera,Opsera,ProgramEarth; AWS,Opsera; ProgramEarth; AWS,opsera; programearth; aws,False,,https://partiful.com/e/D07x2JMguAYHV1tdU6Jm,D07x2JMguAYHV1tdU6Jm,https://www.tech-week.com/calendar/nyc
6598,Seraphim SpaceTech Drinks,2026-06-02,16:30:00,Tuesday,2026-06-02 16:30,New York City,Midtown,Midtown,Afternoon,Seraphim Space,Seraphim Space,Crowell & Moring,Seraphim Space; Crowell & Moring,seraphim-space; crowell-moring,False,,https://partiful.com/e/NEACQLRcBvDYbv4ERCaW,NEACQLRcBvDYbv4ERCaW,https://www.tech-week.com/calendar/nyc
5959,FoundersBoost NYC Demo Day,2026-06-02,16:45:00,Tuesday,2026-06-02 16:45,New York City,Midtown,Midtown,Afternoon,FoundersBoost,FoundersBoost,,FoundersBoost,foundersboost,False,,https://partiful.com/e/N5MNmuL6UAxVrfURtxc8,N5MNmuL6UAxVrfURtxc8,https://www.tech-week.com/calendar/nyc
123,Founders & Funders: VC Reverse Pitch,2026-06-02,17:00:00,Tuesday,2026-06-02 17:00,New York City,Midtown,Midtown,Evening,Founders N' Funders,Founders N’ Funders,Atlassian,Founders N’ Funders; Atlassian,founders-n-funders; atlassian,False,gold,https://partiful.com/e/M3xlfwQ93o3IjcGUAkIQ,M3xlfwQ93o3IjcGUAkIQ,https://www.tech-week.com/calendar/nyc
201,NachoTuesday SaaS & AI Founder + Investor Rooftop Happy Hour,2026-06-02,17:00:00,Tuesday,2026-06-02 17:00,New York City,East Village,East Village,Evening,NachoNacho,NachoNacho,Deel,NachoNacho; Deel,nachonacho; deel,False,gold,https://partiful.com/e/cYc14RoM81gqU39dQmur,cYc14RoM81gqU39dQmur,https://www.tech-week.com/calendar/nyc
4144,"Innovate, protect, monetize: Navigating IP rights and infringement risks in the age of AI",2026-06-02,17:00:00,Tuesday,2026-06-02 17:00,New York City,Union Square,Union Square,Evening,Norton Rose Fulbright,Norton Rose Fulbright,,Norton Rose Fulbright,norton-rose-fulbright,False,,https://partiful.com/e/DZxBZ2Nm6CjxkgEaBImd,DZxBZ2Nm6CjxkgEaBImd,https://www.tech-week.com/calendar/nyc
4147,Doxxing & Drinks 3.0,2026-06-02,17:00:00,Tuesday,2026-06-02 17:00,New York City,Lower East Side,Lower East Side,Evening,Cloaked,Cloaked,,Cloaked,cloaked,True,,,,https://www.tech-week.com/calendar/nyc
4274,From Early Traction to Repeatable Pipeline: AI GTM Workshop for Founders,2026-06-02,17:00:00,Tuesday,2026-06-02 17:00,New York City,Brooklyn,Brooklyn,Evening,AIMAR,AIMAR,,AIMAR,aimar,False,,https://partiful.com/e/XelMoqGV0xD1bUAgYeff,XelMoqGV0xD1bUAgYeff,https://www.tech-week.com/calendar/nyc
4321,Pitch & Network: Czech Edition,2026-06-02,17:00:00,Tuesday,2026-06-02 17:00,New York City,Upper East Side,Upper East Side,Evening,CzechInvest,CzechInvest,,CzechInvest,czechinvest,False,,https://partiful.com/e/0FFe3j83K3swyZ7QndDu,0FFe3j83K3swyZ7QndDu,https://www.tech-week.com/calendar/nyc
4401,The Internet of Building Things,2026-06-02,17:00:00,Tuesday,2026-06-02 17:00,New York City,Brooklyn,Brooklyn,Evening,MistyWest,MistyWest,,MistyWest,mistywest,False,,https://partiful.com/e/NViHHNrgfBvxzJchdcqP,NViHHNrgfBvxzJchdcqP,https://www.tech-week.com/calendar/nyc
4424,Lowenstein Sandler’s Annual Sip and Social with Women in VC,2026-06-02,17:00:00,Tuesday,2026-06-02 17:00,New York City,Midtown,Midtown,Evening,Lowenstein Sandler LLP,Lowenstein Sandler,,Lowenstein Sandler,lowenstein-sandler,False,,https://partiful.com/e/DVbRrx7ORnvAHvEz8c8N,DVbRrx7ORnvAHvEz8c8N,https://www.tech-week.com/calendar/nyc
4496,Best Meta Ads Campaign Structure for DTC in 2026,2026-06-02,17:00:00,Tuesday,2026-06-02 17:00,New York City,Nomad,Nomad,Evening,Aimerce,Aimerce,,Aimerce,aimerce,False,,https://partiful.com/e/9WZMW3mGuzFZhvfShKod,9WZMW3mGuzFZhvfShKod,https://www.tech-week.com/calendar/nyc
4572,How AI founders are building the future of consumer health,2026-06-02,17:00:00,Tuesday,2026-06-02 17:00,New York City,Flatiron,Flatiron,Evening,Healthcare AI Guy,Healthcare AI Guy,Cigna; Maverick,Healthcare AI Guy; Cigna; Maverick,healthcare-ai-guy; cigna; maverick,False,,https://partiful.com/e/1ZvSFv5Mv6ocuCFgukwz,1ZvSFv5Mv6ocuCFgukwz,https://www.tech-week.com/calendar/nyc
4606,"Old World Roots, New World Growth: A Wine Tasting Hosted by Unique AI",2026-06-02,17:00:00,Tuesday,2026-06-02 17:00,New York City,Nomad,Nomad,Evening,Unique AI,Unique AI,,Unique AI,unique-ai,False,,https://partiful.com/e/rMXDlcjS4U6NnDyGRgYD,rMXDlcjS4U6NnDyGRgYD,https://www.tech-week.com/calendar/nyc
4765,Off The Record,2026-06-02,17:00:00,Tuesday,2026-06-02 17:00,New York City,Greenwich Village,Greenwich Village,Evening,Yamaha Music Innovation Fund,Yamaha Music Innovations Fund & Modulate,P72 Ventures,Yamaha Music Innovations Fund & Modulate; P72 Ventures,yamaha-music-innovations-fund; p72-ventures,True,,,,https://www.tech-week.com/calendar/nyc
4811,Consumer Founder Happy Hour,2026-06-02,17:00:00,Tuesday,2026-06-02 17:00,New York City,SoHo,SoHo,Evening,Helium,Helium,,Helium,helium,False,,https://partiful.com/e/utGQhLBSFG3hyIlAFlEp,utGQhLBSFG3hyIlAFlEp,https://www.tech-week.com/calendar/nyc
4818,The Retro,2026-06-02,17:00:00,Tuesday,2026-06-02 17:00,New York City,SoHo,SoHo,Evening,SimpleClosure,SimpleClosure,,SimpleClosure,simpleclosure,False,,https://partiful.com/e/Vii5aVoAvr5ICyIRnt27,Vii5aVoAvr5ICyIRnt27,https://www.tech-week.com/calendar/nyc
5273,“I Want an Intro” An off-the-record conversation with investors,2026-06-02,17:00:00,Tuesday,2026-06-02 17:00,New York City,Midtown,Midtown,Evening,Connexa,Connexa,,Connexa,connexa,False,,https://partiful.com/e/Sy3gOaS8EKklIEQQMzyr,Sy3gOaS8EKklIEQQMzyr,https://www.tech-week.com/calendar/nyc
5390,"Founders & Fractionals: Top startup, meet the best talent",2026-06-02,17:00:00,Tuesday,2026-06-02 17:00,New York City,Lower East Side,Lower East Side,Evening,Founders and Fractionals,Founders and Fractionals,Build Momentum,Founders and Fractionals; Build Momentum,founders-and-fractionals; build-momentum,False,,https://partiful.com/e/vLLvbzyVeYg1xvWK0FTi,vLLvbzyVeYg1xvWK0FTi,https://www.tech-week.com/calendar/nyc
5612,NYC Tech Week: Builders & Exits,2026-06-02,17:00:00,Tuesday,2026-06-02 17:00,New York City,Midtown,Midtown,Evening,UBS,UBS,Capital Group,UBS; Capital Group,ubs; capital-group,False,,https://partiful.com/e/tqFtk1LjwFwXxJJTLyaf,tqFtk1LjwFwXxJJTLyaf,https://www.tech-week.com/calendar/nyc
5640,Tech Week Founder Lab: Scaling Clinics for Seed & Series A Founders,2026-06-02,17:00:00,Tuesday,2026-06-02 17:00,New York City,Lower East Side,Lower East Side,Evening,Karcic Partners,Karcic Partners,Mark Wellness; The Front Yard at Pace University,Karcic Partners; Mark Wellness; The Front Yard at Pace University,karcic-partners; mark-wellness; the-front-yard-at-pace-university,False,,https://partiful.com/e/xmJ2Bjacl2LgQ3i7q6V7,xmJ2Bjacl2LgQ3i7q6V7,https://www.tech-week.com/calendar/nyc
5911,Foreign Founders Mixer - Inkle x Razorpay,2026-06-02,17:00:00,Tuesday,2026-06-02 17:00,New York City,Tribeca,Tribeca,Evening,Inkle,Inkle,,Inkle,inkle,False,,https://partiful.com/e/b21AYGlO0gIMQGNwjXg5,b21AYGlO0gIMQGNwjXg5,https://www.tech-week.com/calendar/nyc
6168,Beyond the Copilot: Navigating the Shift to Autonomous IT and Intelligent Defense,2026-06-02,17:00:00,Tuesday,2026-06-02 17:00,New York City,Flatiron,Flatiron,Evening,SuperOps,SuperOps,,SuperOps,superops,True,,,,https://www.tech-week.com/calendar/nyc
6282,•• AI Consumer Founders & Investors Cocktail Hour w/ Snapchat Alumni,2026-06-02,17:00:00,Tuesday,2026-06-02 17:00,New York City,Hudson Yards,Hudson Yards,Evening,GHOST Angels,GHOST Angels,,GHOST Angels,ghost-angels,False,,https://partiful.com/e/m7pci5eDGgvEMhby9pGq,m7pci5eDGgvEMhby9pGq,https://www.tech-week.com/calendar/nyc
6316,Fides Entrepreneurship Pitch Competition,2026-06-02,17:00:00,Tuesday,2026-06-02 17:00,New York City,Upper East Side,Upper East Side,Evening,Fides Entrepreneurship LLC,Fides Entrepreneurship LLC,Altar Ventures,Fides Entrepreneurship LLC; Altar Ventures,fides-entrepreneurship-llc; altar-ventures,False,,https://partiful.com/e/m4g7u5LC1jpbWNzOM60R,m4g7u5LC1jpbWNzOM60R,https://www.tech-week.com/calendar/nyc
6545,"Defense Tech Debate + Reception with Bloomberg, Lux Capital, & Tech:NYC",2026-06-02,17:00:00,Tuesday,2026-06-02 17:00,New York City,Nomad,Nomad,Evening,Bloomberg,Bloomberg,Bloomberg Beta; Lux Capital; Tech:NYC,Bloomberg; Bloomberg Beta; Lux Capital; Tech:NYC,bloomberg; bloomberg-beta; lux-capital; tech-nyc,False,,https://partiful.com/e/n9CCyMio7NyeQT2wkeE3,n9CCyMio7NyeQT2wkeE3,https://www.tech-week.com/calendar/nyc
6611,Equiply hiring tournament,2026-06-02,17:00:00,Tuesday,2026-06-02 17:00,New York City,Flatiron,Flatiron,Evening,Equiply,Equiply,,Equiply,equiply,False,,https://partiful.com/e/ETmLjJsMXWh9WB4nmFe0,ETmLjJsMXWh9WB4nmFe0,https://www.tech-week.com/calendar/nyc
246,Taco Tech Tuesday 🗽🌮,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Midtown,Midtown,Evening,Taco Tech Tuesday,Taco Tech Tuesday,,Taco Tech Tuesday,taco-tech-tuesday,False,,https://partiful.com/e/epfr3IxCby4WezG4pIlW,epfr3IxCby4WezG4pIlW,https://www.tech-week.com/calendar/nyc
4046,"MVP to Launch: Content Credentials for Creators, Builders, and Brands #Adobe",2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Flatiron,Flatiron,Evening,Adobe,Adobe,,Adobe,adobe,False,gold,https://partiful.com/e/s9ffBVagaNmFQpfNVYmA,s9ffBVagaNmFQpfNVYmA,https://www.tech-week.com/calendar/nyc
4120,"SafeStops Global, Inc. Launch Party",2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Upper Manhattan,Upper Manhattan,Evening,"SafeStops Global, Inc.","SafeStops Global, Inc.",,"SafeStops Global, Inc.",safestops-global-inc,False,,https://partiful.com/e/5QdmlHRBUnRuGuRMFNHl,5QdmlHRBUnRuGuRMFNHl,https://www.tech-week.com/calendar/nyc
4187,Voice AI Mixer: New York Tech Week,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Midtown,Midtown,Evening,Agora,Agora,,Agora,agora,False,,https://partiful.com/e/6tGWbwFLINhov8Qc0U83,6tGWbwFLINhov8Qc0U83,https://www.tech-week.com/calendar/nyc
4219,NYTW Early-Stage Investor Dinner,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Midtown,Midtown,Evening,a16z speedrun,a16z speedrun,Precursor; Collab Fund,a16z speedrun; Precursor; Collab Fund,a16z-speedrun; precursor; collab-fund,True,platinum,,,https://www.tech-week.com/calendar/nyc
4224,🗽Agents & APIs Demo Night,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,SoHo,SoHo,Evening,Postman,Postman,WorkOS,Postman; WorkOS,postman; workos,False,,https://partiful.com/e/XqIBMZmB4oubCZWFP2Sl,XqIBMZmB4oubCZWFP2Sl,https://www.tech-week.com/calendar/nyc
4246,Beyond the Match: Systems That Power Hinge,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Meatpacking District,Meatpacking District,Evening,Hinge,Hinge,,Hinge,hinge,False,,https://partiful.com/e/WZRB36bFpwMiawawUMD5,WZRB36bFpwMiawawUMD5,https://www.tech-week.com/calendar/nyc
4288,Mission Satellite,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Greenwich Village,Greenwich Village,Evening,SpaceDAO,SpaceDAO,,SpaceDAO,spacedao,False,,https://partiful.com/e/SwFhpd2jWPqseLa92wsP,SwFhpd2jWPqseLa92wsP,https://www.tech-week.com/calendar/nyc
4319,AI Side-Project Showcase,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Nomad,Nomad,Evening,The New Builder Podcast,The New Builder Podcast,,The New Builder Podcast,the-new-builder-podcast,False,,https://partiful.com/e/WqSb1H70yuPkhNDf9q7v,WqSb1H70yuPkhNDf9q7v,https://www.tech-week.com/calendar/nyc
4433,Lorimer Community Demos and Drinks,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Chelsea,Chelsea,Evening,Lorimer Ventures,Lorimer Ventures,,Lorimer Ventures,lorimer-ventures,False,,https://partiful.com/e/E67gbC3uj6PTGiLXecCT,E67gbC3uj6PTGiLXecCT,https://www.tech-week.com/calendar/nyc
4603,Physical AI Founders & Investors Happy Hour,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,SoHo,SoHo,Evening,Interwoven Ventures,Interwoven Ventures,,Interwoven Ventures,interwoven-ventures,True,,,,https://www.tech-week.com/calendar/nyc
4672,Agents of Change,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Flatiron,Flatiron,Evening,3percentclub,3percentclub,,3percentclub,3percentclub,False,,https://partiful.com/e/ZZFWMkisfYJrUyqR18cb,ZZFWMkisfYJrUyqR18cb,https://www.tech-week.com/calendar/nyc
4689,Consumer Crashout: The Shift Nobody's Talking About Founders + Funders @ iHeartRadio HQ,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Midtown,Midtown,Evening,Alumni Ventures,Alumni Ventures,iHeart Radio Ventures,Alumni Ventures; iHeart Radio Ventures,alumni-ventures; iheart-radio-ventures,False,,https://partiful.com/e/TpLCSAej2w4Mg9TbFTyH,TpLCSAej2w4Mg9TbFTyH,https://www.tech-week.com/calendar/nyc
4697,AgeTech NYC Community Demo Day,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Chelsea,Chelsea,Evening,AgeTech NYC,AgeTech NYC,,AgeTech NYC,agetech-nyc,False,,https://partiful.com/e/mH8b6grSEnS9GCCZwU4N,mH8b6grSEnS9GCCZwU4N,https://www.tech-week.com/calendar/nyc
4732,Hackathon & Career Fair,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Midtown,Midtown,Evening,Propel Earth,Propel Earth,,Propel Earth,propel-earth,False,,https://partiful.com/e/GxT0MlpEgP8RgFxRH2QG,GxT0MlpEgP8RgFxRH2QG,https://www.tech-week.com/calendar/nyc
4735,"Synthetic Audiences, Real Consequences",2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Lower East Side,Lower East Side,Evening,Panoplai,Panoplai,,Panoplai,panoplai,False,,https://partiful.com/e/D46hAuAjMEYlwq69AJ0c,D46hAuAjMEYlwq69AJ0c,https://www.tech-week.com/calendar/nyc
4744,taking AI to new heights,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Midtown,Midtown,Evening,Datadog,Datadog,Vercel,Datadog; Vercel,datadog; vercel,False,gold,https://partiful.com/e/NHLbgkXd64ICegk4dNks,NHLbgkXd64ICegk4dNks,https://www.tech-week.com/calendar/nyc
4859,non profits at TechWeek. finally.,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Midtown,Midtown,Evening,Kairos,Kairos,,Kairos,kairos,False,,https://partiful.com/e/WWDTlzvnJ4tfWRBmDs8U,WWDTlzvnJ4tfWRBmDs8U,https://www.tech-week.com/calendar/nyc
5098,Founders + Funders Happy Hour,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Flatiron,Flatiron,Evening,"Kleinberg, Kaplan, Wolff & Cohen, P.C.","Kleinberg, Kaplan, Wolff & Cohen, P.C.",,"Kleinberg, Kaplan, Wolff & Cohen, P.C.",kleinberg-kaplan-wolff-cohen-p-c,False,,https://partiful.com/e/TujqCXVq6gQ8gQvMpnAb,TujqCXVq6gQ8gQvMpnAb,https://www.tech-week.com/calendar/nyc
5127,Fin x Clay: Scaling CX in the AI Era,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Midtown,Midtown,Evening,Fin,Fin,Clay,Fin; Clay,fin; clay,False,gold,https://partiful.com/e/3kdgu631rtkqSSFe5ZmO,3kdgu631rtkqSSFe5ZmO,https://www.tech-week.com/calendar/nyc
5162,The AI-Ready Creative: An Evening with Luma & Silverside,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,SoHo,SoHo,Evening,Luma,Luma,Silverside,Luma; Silverside,luma; silverside,True,,,,https://www.tech-week.com/calendar/nyc
5415,"AI, Algorithms & Liability: What Tech Leaders & Creators Need to Know",2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Financial District,Financial District,Evening,Romano Law PLLC,Romano Law PLLC,,Romano Law PLLC,romano-law-pllc,False,,https://partiful.com/e/UBrZopzqpRwbn6Qk0npO,UBrZopzqpRwbn6Qk0npO,https://www.tech-week.com/calendar/nyc
5716,Shark Tank: Unethical Hackathon & Pitch Competition,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Lower East Side,Lower East Side,Evening,MAANG,MAANG,,MAANG,maang,False,,https://partiful.com/e/NCyCpVKFHXfdVuODhP90,NCyCpVKFHXfdVuODhP90,https://www.tech-week.com/calendar/nyc
6176,Israel Founders Mission NYC: Opening Cocktail,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Midtown,Midtown,Evening,Discount Tech,Discount Tech,IDB Bank,Discount Tech; IDB Bank,discount-tech; idb-bank,False,,https://partiful.com/e/FenpRxL7UHuPW7xxXEjB,FenpRxL7UHuPW7xxXEjB,https://www.tech-week.com/calendar/nyc
6212,Israeli Founders Forum Cocktail Reception,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,West Village,West Village,Evening,Israeli Mapped in NY,Israeli Mapped in NY,Valley Bank,Israeli Mapped in NY; Valley Bank,israeli-mapped-in-ny; valley-bank,True,,,,https://www.tech-week.com/calendar/nyc
6226,The Future of Wealth: AI Insight and People,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Financial District,Financial District,Evening,Mothers to Daughters,Mothers to Daughters,,Mothers to Daughters,mothers-to-daughters,False,,https://partiful.com/e/ajldiNGGvQpVzTpnzqqg,ajldiNGGvQpVzTpnzqqg,https://www.tech-week.com/calendar/nyc
6264,"from PMF to Scale! If Your GTM doesn't scale, let's build an agentic GTM system",2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Chelsea,Chelsea,Evening,DragonflyAI Consulting,DragonflyAI Consulting,Civic Hall,DragonflyAI Consulting; Civic Hall,dragonflyai-consulting; civic-hall,False,,https://partiful.com/e/ClDoZdTBs7mmjqoMw3k2,ClDoZdTBs7mmjqoMw3k2,https://www.tech-week.com/calendar/nyc
6387,Investor Dinner with Stifel Bank & York IE,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Midtown,Midtown,Evening,York IE,York IE,Stifel Bank,York IE; Stifel Bank,york-ie; stifel-bank,False,,https://partiful.com/e/tZhaSlXaHE3UvbpBvXAZ,tZhaSlXaHE3UvbpBvXAZ,https://www.tech-week.com/calendar/nyc
6393,AI on Main Street: How Chinatown's Small Businesses Are Using AI,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Chinatown,Chinatown,Evening,Welcome to Chinatown,Welcome to Chinatown,,Welcome to Chinatown,welcome-to-chinatown,False,,https://partiful.com/e/hl2AIeWhZ1e2t6LveEGw,hl2AIeWhZ1e2t6LveEGw,https://www.tech-week.com/calendar/nyc
6395,Vesey Ventures & J.P. Morgan dinner: an evening of Agentic Commerce,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Midtown,Midtown,Evening,Vesey Ventures,Vesey Ventures,J.P. Morgan,Vesey Ventures; J.P. Morgan,vesey-ventures; j-p-morgan,False,,https://partiful.com/e/u7UgtF8gTKW9BOKuG7k8,u7UgtF8gTKW9BOKuG7k8,https://www.tech-week.com/calendar/nyc
6436,AIMLC Meetup: Understanding and Advancing General Intelligence Through Game,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Flatiron,Flatiron,Evening,Capital One,Capital One,,Capital One,capital-one,False,,https://partiful.com/e/X6NFw7EkD1FoWNswwoqQ,X6NFw7EkD1FoWNswwoqQ,https://www.tech-week.com/calendar/nyc
6465,Healthcare AI Rooftop Happy Hour,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,SoHo,SoHo,Evening,Alaffia Health,Alaffia Health,,Alaffia Health,alaffia-health,False,,https://partiful.com/e/G2KyxGWf2wHA4lYjcd8F,G2KyxGWf2wHA4lYjcd8F,https://www.tech-week.com/calendar/nyc
6498,Yahoo x beehiiv Comms & Media Mixer |,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Greenwich Village,Greenwich Village,Evening,Yahoo,Yahoo,https://www.beehiiv.com/,Yahoo; https://www.beehiiv.com/,yahoo; https-www-beehiiv-com,False,,https://partiful.com/e/eA5ORw6fKg24Xe61fIDn,eA5ORw6fKg24Xe61fIDn,https://www.tech-week.com/calendar/nyc
6625,Why Are Women Spending $100K+ on IVF Without Real Answers?,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Flatiron,Flatiron,Evening,VitalHelix,VitalHelix,,VitalHelix,vitalhelix,False,,https://partiful.com/e/NoKxyoAj7jUITuEXT448,NoKxyoAj7jUITuEXT448,https://www.tech-week.com/calendar/nyc
4707,Alternative Data Happy Hour #36,2026-06-02,17:45:00,Tuesday,2026-06-02 17:45,New York City,Midtown,Midtown,Evening,The Data Market Network: DMN,The Data Market Network: DMN,,The Data Market Network: DMN,the-data-market-network-dmn,False,,https://partiful.com/e/JugbSvGkWlKMfxKIwdsY,JugbSvGkWlKMfxKIwdsY,https://www.tech-week.com/calendar/nyc
99,The Beauty Innovation Lab,2026-06-02,18:00:00,Tuesday,2026-06-02 18:00,New York City,Midtown,Midtown,Evening,WaxPrint Media,WaxPrint Media,,WaxPrint Media,waxprint-media,True,,,,https://www.tech-week.com/calendar/nyc
117,FUTURE TITANS LP/GP Movie Night: The Big Short (with Greg Lippmann live commentary),2026-06-02,18:00:00,Tuesday,2026-06-02 18:00,New York City,Midtown,Midtown,Evening,Rock Yard Ventures,Rock Yard Ventures,,Rock Yard Ventures,rock-yard-ventures,False,,https://partiful.com/e/JWVWOaAPymS8WRbP2g5T,JWVWOaAPymS8WRbP2g5T,https://www.tech-week.com/calendar/nyc
129,Sandbox & Sips: AI Simulation Sandbox Happy Hour,2026-06-02,18:00:00,Tuesday,2026-06-02 18:00,New York City,SoHo,SoHo,Evening,Veris AI,Veris AI,,Veris AI,veris-ai,False,,https://partiful.com/e/3c83it3DDwtNLeboisvt,3c83it3DDwtNLeboisvt,https://www.tech-week.com/calendar/nyc
3999,/dev/color Panel & Mixer,2026-06-02,18:00:00,Tuesday,2026-06-02 18:00,New York City,Midtown,Midtown,Evening,/dev/color,/dev/color,,/dev/color,dev-color,False,,https://partiful.com/e/nXuA6YoD01FXAVYj1tYX,nXuA6YoD01FXAVYj1tYX,https://www.tech-week.com/calendar/nyc
4054,Databricks Ventures & Fenwick: Founders & Investors Happy Hour,2026-06-02,18:00:00,Tuesday,2026-06-02 18:00,New York City,Flatiron,Flatiron,Evening,Databricks,Databricks,,Databricks,databricks,False,platinum,https://partiful.com/e/UVrf9v2ZAD5M4gdPdKh9,UVrf9v2ZAD5M4gdPdKh9,https://www.tech-week.com/calendar/nyc
4126,Building with AI: What Founders Need to Know,2026-06-02,18:00:00,Tuesday,2026-06-02 18:00,New York City,Midtown,Midtown,Evening,CS In Focus,CS in Focus,StartStak.Ai,CS in Focus; StartStak.Ai,cs-in-focus; startstak-ai,False,,https://partiful.com/e/OABGjYptXq9pQerSnaAq,OABGjYptXq9pQerSnaAq,https://www.tech-week.com/calendar/nyc
4158,GCSx NYC 2026,2026-06-02,18:00:00,Tuesday,2026-06-02 18:00,New York City,Midtown,Midtown,Evening,American Ecosystem Institute Inc.,American Ecosystem Institute Inc.,KEPLER MISSION DESIGN GROUP,American Ecosystem Institute Inc.; KEPLER MISSION DESIGN GROUP,american-ecosystem-institute-inc; kepler-mission-design-group,False,,https://partiful.com/e/3l8rpPe9jJ3rEXEhKAcr,3l8rpPe9jJ3rEXEhKAcr,https://www.tech-week.com/calendar/nyc
4161,Future of DevEx,2026-06-02,18:00:00,Tuesday,2026-06-02 18:00,New York City,SoHo,SoHo,Evening,Deskree,Deskree,tavily; PostHog; Convex,Deskree; tavily; PostHog; Convex,desktree; tavily; posthog; convex,False,,https://partiful.com/e/7DYGSiY1WUuRSvEnD5gp,7DYGSiY1WUuRSvEnD5gp,https://www.tech-week.com/calendar/nyc
4211,Lightning Talks from Women and Folks in Tech,2026-06-02,18:00:00,Tuesday,2026-06-02 18:00,New York City,Midtown,Midtown,Evening,Gusto,Gusto,,Gusto,gusto,False,,https://partiful.com/e/zePyRMOZRTaWdpEgb28i,zePyRMOZRTaWdpEgb28i,https://www.tech-week.com/calendar/nyc
4235,Advanced Product Managers social,2026-06-02,18:00:00,Tuesday,2026-06-02 18:00,New York City,Chelsea,Chelsea,Evening,TheProductSociety,TheProductSociety,,TheProductSociety,theproductsociety,False,,https://partiful.com/e/2QlDq6efVNjMcnOCGY3E,2QlDq6efVNjMcnOCGY3E,https://www.tech-week.com/calendar/nyc
4241,AI Builders x Founders: Matchmaking,2026-06-02,18:00:00,Tuesday,2026-06-02 18:00,New York City,Midtown,Midtown,Evening,Pioneer Minds AI,Pioneer Minds AI,,Pioneer Minds AI,pioneer-minds-ai,False,,https://partiful.com/e/T6FjZ5aD6hprIfQyjaSz,T6FjZ5aD6hprIfQyjaSz,https://www.tech-week.com/calendar/nyc
